"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-774815","Nucleosome assembly","28/2126","72/10616",0.000169503733127541,0.00117159575125461,0.000804299142737718,"H4C2/CENPT/H4C1/H4C3/OIP5/H4C5/H4C4/H2BC12/H2BU1/H2AC4/H4C13/CENPP/CENPO/MIS18A/HJURP/CENPX/CENPM/RSF1/CENPQ/H2BC5/RBBP7/RUVBL1/ITGB3BP/H2BC14/H2BC15/SMARCA5/H2BC8/H2BC4",28
"R-HSA-379724","tRNA Aminoacylation","19/2126","42/10616",0.000188992874334676,0.00129956955856937,0.000892153015036179,"VARS1/AIMP1/WARS1/MARS2/MARS1/PPA1/RARS1/RARS2/IARS1/DARS1/SARS1/LARS1/NARS1/NARS2/AARS1/DARS2/YARS1/TARS1/FARSB",19
"R-HSA-909733","Interferon alpha/beta signaling","27/2126","69/10616",0.000195184481972309,0.00133526204590287,0.000916655866752543,"IRF2/ISG15/IFIT2/IFI35/IFI27/IFITM1/BST2/IFIT1/OASL/HLA-E/IFI6/STAT1/IFIT3/OAS1/RNASEL/RSAD2/PSMB8/SAMHD1/OAS3/IRF7/MX1/OAS2/IRF9/PTPN6/EGR1/TYK2/STAT2",27
"R-HSA-73854","RNA Polymerase I Promoter Clearance","38/2126","109/10616",0.000200399328658218,0.00136394236954114,0.000936344876115198,"KAT2A/H4C2/GTF2H5/H4C1/H4C3/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/H2AC4/H4C13/POLR1E/KAT2B/TAF1C/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/CBX3/TTF1/RBBP7/H2BC14/H3C1/H2BC15/TAF1B/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12/GTF2H3",38
"R-HSA-73933","Resolution of Abasic Sites (AP sites)","18/2126","39/10616",0.000203368349835696,0.00137712374964882,0.000945393878477452,"POLE/POLB/POLD4/POLD1/POLD2/RFC3/RPA2/LIG3/PCNA/MBD4/POLE4/UNG/POLE3/APEX1/NTHL1/RFC5/POLE2/PARP1",18
"R-HSA-174417","Telomere C-strand (Lagging Strand) Synthesis","13/2126","24/10616",0.000215847041799793,0.0014460373167338,0.000992702963432813,"POLE/POLD4/POLD1/POLD2/RFC3/RPA2/PCNA/POLA2/POLE4/POLE3/RFC5/PRIM2/POLE2",13
"R-HSA-1169410","Antiviral mechanism by IFN-stimulated genes","30/2126","80/10616",0.000216028255656601,0.0014460373167338,0.000992702963432813,"PLCG1/ISG15/NUP37/IFIT1/OASL/NUP210/UBE2L6/UBE2N/STAT1/OAS1/DDX58/UBB/RNASEL/UBC/EIF4E/UBA7/KPNA2/OAS3/EIF4G1/MX1/OAS2/SEH1L/UBE2E1/EIF4A3/RAE1/NUP54/UBA52/SEC13/NDC1/NUP155",30
"R-HSA-913531","Interferon Signaling","61/2126","199/10616",0.000216797198910614,0.0014460373167338,0.000992702963432813,"HLA-DPB1/PLCG1/HLA-DQA1/PTAFR/IRF2/ISG15/IFIT2/IFI35/HLA-DQA2/IFI27/HLA-DPA1/IFITM1/BST2/NUP37/IFIT1/OASL/NUP210/CD44/IFNGR1/UBE2L6/HLA-E/UBE2N/IFI6/B2M/TRIM21/STAT1/IFIT3/OAS1/DDX58/UBB/RNASEL/RSAD2/UBC/EIF4E/UBA7/PSMB8/SAMHD1/KPNA2/TRIM38/TRIM22/OAS3/IRF7/EIF4G1/SP100/MX1/OAS2/IRF9/SEH1L/UBE2E1/EIF4A3/PML/RAE1/PTPN6/EGR1/TYK2/NUP54/UBA52/SEC13/STAT2/NDC1/NUP155",61
"R-HSA-194315","Signaling by Rho GTPases","121/2126","451/10616",0.000220534682951523,0.0014636480948126,0.00100479274243428,"RHOC/RHOG/ARPC1B/H4C2/CENPT/LIMK1/ARHGAP25/CIT/RANGAP1/PLK1/ARPC1A/NCF2/INCENP/H4C1/RHOH/GDI2/MYL6/ARHGAP18/H4C3/TUBA4A/NUP37/YWHAB/H4C5/RAC2/AURKB/PPP2CB/ARHGDIB/PFN1/KLC2/FAM13A/H4C4/MYH10/H2BC12/ZWINT/MAD1L1/CFL1/H2BU1/NCKAP1L/CALM3/ARHGAP30/SPC24/PAK1/PPP2R5C/BTK/TAGAP/H2AC4/H4C13/WIPF1/NCK1/RHOA/MAPRE1/CENPP/CENPO/MYL12A/VAV1/CENPM/CENPF/KNTC1/DYNC1LI2/TRIO/PRC1/FGD2/BRK1/ARPC2/H3C7/ARHGEF6/DYNC1LI1/PPP2R5B/CYBB/DEPDC1B/CDKN1B/FMNL3/ARHGAP9/DYNLL1/ABI1/KIF2A/FGD3/PIK3C3/ACTG1/DIAPH3/SEH1L/XPO1/CENPQ/ARHGEF2/IQGAP1/PPP1CB/BUB1/INPP5B/H2BC5/RHPN2/ARHGDIA/PIK3R4/ARHGAP19/KIF14/ARHGAP4/ITGB3BP/H2BC14/SOS2/ERCC6L/PLEKHG2/H3C1/CENPE/ARHGAP5/H2BC15/H2BC8/CDCA8/SEC13/KIF2C/H3C2/ARHGAP26/YWHAH/ZW10/BUB3/BIRC5/H3C11/H2BC4/SPDL1/ARAP1/H3C12/ARHGEF1/NDC80",121
"R-HSA-5693568","Resolution of D-loop Structures through Holliday Junction Intermediates","16/2126","33/10616",0.000225132600257547,0.00148676677595826,0.00102066369058919,"EME1/XRCC2/SLX4/EXO1/BRIP1/BRCA2/NBN/BRCA1/WRN/RAD51/RAD51C/BLM/ATM/RAD51AP1/MRE11/RBBP8",16
"R-HSA-449147","Signaling by Interleukins","123/2126","460/10616",0.00022790722452918,0.00149767604690604,0.00102815289261284,"FSCN1/PSMB10/CXCL10/TIMP1/SMARCA4/PTAFR/ANXA1/EBI3/RAP1B/PSME1/CCR2/CNN2/MEF2C/MIF/TNF/RBX1/ITGB2/IL32/MYD88/APP/VIM/CCL22/TALDO1/PPP2CB/NFKBIA/PSMB1/LYN/CD80/HCK/IL18BP/STAT3/GSTO1/PTPN9/UBE2N/STAT1/CFL1/VEGFA/BCL2L1/UBB/IL10RA/PSMA2/IL10RB/UBC/PSMD6/PSMC2/PSMB8/LCP1/PDCD4/MAP2K4/AIP/PSMB2/CAPZA1/RAPGEF1/HAVCR2/VAV1/SMAD3/ITGAM/PSMC5/PSMD9/BCL2/MAP3K8/FCER2/INPP5D/PSMA3/SKP1/HNRNPF/IL16/PSMB5/H3C7/CCR1/IL4R/IRAK4/PSMA1/PSMD13/CASP3/PSMD10/PIK3CA/TAB2/SEM1/CD86/RIPK2/SYK/PSMB3/JAK3/PSMC4/PTK2B/NFKB2/JUN/PSMA5/ALOX5/PTPN6/IL12A/TBK1/PSMD14/PSMD5/ITGAX/PSMA4/SOS2/TYK2/PSMC3/UBA52/H3C1/CANX/PSMB7/STAT2/H3C2/MYC/IL11RA/LMNB1/PSMD7/PSMD2/PSMD12/PSMD8/SOD1/NKIRAS1/BIRC5/PSME3/TNFRSF1B/H3C11/CLCF1/PSMB4/H3C12/CHUK",123
"R-HSA-180786","Extension of Telomeres","15/2126","30/10616",0.000229580655492786,0.00150127742366361,0.00103062523363635,"POLE/POLD4/POLD1/POLD2/RFC3/RPA2/PCNA/POLA2/RUVBL2/POLE4/POLE3/RUVBL1/RFC5/PRIM2/POLE2",15
"R-HSA-6781823","Formation of TC-NER Pre-Incision Complex","22/2126","53/10616",0.000280084195494545,0.00182259666726694,0.00125121052672788,"POLR2G/GTF2H5/RBX1/POLR2K/UBB/COPS5/UBC/COPS2/POLR2L/POLR2B/UVSSA/CUL4B/COPS4/CUL4A/POLR2E/POLR2C/POLR2I/ZNF830/UBA52/DDB1/PRPF19/GTF2H3",22
"R-HSA-71291","Metabolism of amino acids and derivatives","102/2126","372/10616",0.00029118684060579,0.00188564682217536,0.00129449438593274,"PSMB10/RPS15A/RPS11/OAZ2/SAT1/SLC7A5/RPL39L/PSME1/KYNU/KYAT1/GSTZ1/SERINC1/RPS27L/KMO/NQO1/PSMB1/SLC25A10/BCAT1/SRM/CKB/RPL36AL/ALDH18A1/FAH/PSMA2/PSMD6/OAZ1/ALDH9A1/PSMC2/PSMB8/GSR/CSAD/RPL11/DLAT/SEPHS2/AHCY/PSMB2/AZIN1/RPS24/NDUFAB1/RPL14/AIMP1/GLDC/PSMC5/PSMD9/ADO/RPL15/GCDH/PSMA3/PPM1K/MARS1/PSMB5/ADI1/PSMA1/PSMD13/PSMD10/RARS1/SEM1/TST/RPS14/RPL22/IARS1/DARS1/SRR/PSMB3/SHMT1/PDHB/PSMC4/SLC3A2/LIPT1/PSMA5/CARNMT1/ACAT1/SARS1/PSMD14/PSMD5/LARS1/PSMA4/RPL27A/PCBD1/PSAT1/PSMC3/DLD/ENOPH1/UBA52/GCAT/RPL4/APIP/RPS23/MCCC2/PSMB7/MTRR/PSMD7/RPS6/PXMP2/PSMD2/PSMD12/PSMD8/HSD17B10/GOT2/PSME3/PSMB4/OAT",102
"R-HSA-912446","Meiotic recombination","31/2126","85/10616",0.000304930625944233,0.00195875871504805,0.00134468561673779,"H4C2/H4C1/H4C3/H4C5/H4C4/H2BC12/H2BU1/H2AC4/H4C13/MLH3/RPA2/PSMC3IP/H3C7/BRCA2/NBN/BRCA1/H2BC5/RAD51/RAD51C/BLM/H2BC14/H3C1/ATM/H2BC15/H2BC8/MRE11/H3C2/H3C11/H2BC4/H3C12/RBBP8",31
"R-HSA-73864","RNA Polymerase I Transcription","38/2126","111/10616",0.000305413652721136,0.00195875871504805,0.00134468561673779,"KAT2A/H4C2/GTF2H5/H4C1/H4C3/H4C5/CD3EAP/H4C4/H2BC12/POLR2K/H2BU1/ZNRD1/H2AC4/H4C13/POLR1E/KAT2B/TAF1C/H3C7/POLR2L/POLR1D/POLR1C/POLR2E/H2BC5/POLR1B/CBX3/TTF1/RBBP7/H2BC14/H3C1/H2BC15/TAF1B/H2BC8/H3C2/TAF1A/H3C11/H2BC4/H3C12/GTF2H3",38
"R-HSA-168928","DDX58/IFIH1-mediated induction of interferon-alpha/beta","29/2126","78/10616",0.000324041697255667,0.00206828528296201,0.00141987548029428,"ISG15/APP/IFIH1/NFKBIA/TNFAIP3/TANK/TAX1BP1/UBE2L6/DDX58/UBB/UBE2D2/UBC/CASP10/UBA7/CYLD/IRF7/RIPK1/ATG5/UBE2K/NFKB2/IKBKE/ITCH/UBE2D1/TBK1/UBA52/DHX58/NLRC5/NKIRAS1/CHUK",29
"R-HSA-5693537","Resolution of D-Loop Structures","16/2126","34/10616",0.000346777544604718,0.00220156319701798,0.00151137061580182,"EME1/XRCC2/SLX4/EXO1/BRIP1/BRCA2/NBN/BRCA1/WRN/RAD51/RAD51C/BLM/ATM/RAD51AP1/MRE11/RBBP8",16
"R-HSA-113510","E2F mediated regulation of DNA replication","12/2126","22/10616",0.000348223264295948,0.00220156319701798,0.00151137061580182,"PPP2CB/POLA2/TFDP1/ORC4/MCM8/ORC1/ORC3/ORC2/CDK1/PRIM2/ORC5/CCNB1",12
"R-HSA-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","22/2126","54/10616",0.000384278883516246,0.00241805674816355,0.00165999319095896,"MAPK12/AIM2/TXNIP/APP/BIRC3/TNFAIP3/UBE2N/PYCARD/BCL2L1/UBB/UBC/BIRC2/BCL2/CYLD/TAB2/RIPK2/NFKB2/ITCH/UBA52/SUGT1/CHUK/PSTPIP1",22
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence","29/2126","79/10616",0.000415423699901806,0.00260176157591084,0.00178610634501888,"H4C2/TINF2/CABIN1/H4C1/H4C3/H4C5/H4C4/H2BC12/H2BU1/H2AC4/H4C13/ASF1A/H1-0/CDKN1B/NBN/POT1/H2BC5/H1-4/H2BC14/TERF2IP/ATM/H2BC15/H2BC8/MRE11/LMNB1/H1-3/CCNA2/H2BC4/H1-2",29
"R-HSA-5578749","Transcriptional regulation by small RNAs","36/2126","105/10616",0.000420777561905371,0.0026229778858961,0.00180067131754881,"POLR2G/H4C2/H4C1/H4C3/NUP37/H4C5/NUP210/H4C4/H2BC12/POLR2K/H2BU1/AGO2/H2AC4/TNRC6A/H4C13/H3C7/POLR2L/POLR2B/SEH1L/POLR2E/H2BC5/RAE1/POLR2C/POLR2I/H2BC14/NUP54/H3C1/H2BC15/H2BC8/SEC13/H3C2/NDC1/H3C11/H2BC4/H3C12/NUP155",36
"R-HSA-69473","G2/M DNA damage checkpoint","33/2126","94/10616",0.000443761875523046,0.00275338763696625,0.00189019746244822,"H4C2/H4C1/H4C3/YWHAB/H4C5/H4C4/H2BC12/UBE2N/H2BU1/H4C13/RFC3/RPA2/UBE2V2/EXO1/BRIP1/NBN/BRCA1/WRN/H2BC5/CHEK1/BABAM1/BLM/H2BC14/CDK1/ATM/H2BC15/H2BC8/MRE11/RFC5/CCNB1/YWHAH/H2BC4/RBBP8",33
"R-HSA-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","60/2126","201/10616",0.000526030862325807,0.00324872764047512,0.00223024780810649,"MAN2A2/VAMP3/TUBA4A/VAMP4/KIF22/NAA38/CAPZA2/DCTN2/KLC2/COPE/GALNT2/BICD1/RABEPK/KDELR1/COPB1/ACTR1A/KIF21A/ARF5/NAPA/NAPB/CAPZA1/BNIP1/ARF4/GOLIM4/ARL1/DCTN5/STX5/SCOC/ACTR10/DYNC1LI2/GOLGA5/CYTH4/DYNC1LI1/KIFAP3/ARCN1/SNAP29/DYNLL1/ARFGAP1/COPB2/KIF2A/RAB18/KIF23/GALNT1/TMED10/KDELR2/DCTN4/KIFC2/KIF20A/DCTN6/CENPE/COG2/KIF20B/KIF2C/PLA2G4A/KIF15/CYTH3/ZW10/KIF3A/TGOLN2/KIF11",60
"R-HSA-73863","RNA Polymerase I Transcription Termination","15/2126","32/10616",0.000557771619944756,0.00342752946878988,0.00235299505866582,"GTF2H5/CD3EAP/POLR2K/ZNRD1/POLR1E/TAF1C/POLR2L/POLR1D/POLR1C/POLR2E/POLR1B/TTF1/TAF1B/TAF1A/GTF2H3",15
"R-HSA-5213460","RIPK1-mediated regulated necrosis","11/2126","20/10616",0.000562690370063706,0.00342752946878988,0.00235299505866582,"TNFSF10/TNFRSF10A/BIRC3/FAS/UBB/CFLAR/UBC/BIRC2/RIPK1/XIAP/UBA52",11
"R-HSA-5218859","Regulated Necrosis","11/2126","20/10616",0.000562690370063706,0.00342752946878988,0.00235299505866582,"TNFSF10/TNFRSF10A/BIRC3/FAS/UBB/CFLAR/UBC/BIRC2/RIPK1/XIAP/UBA52",11
"R-HSA-264870","Caspase-mediated cleavage of cytoskeletal proteins","8/2126","12/10616",0.000582023639865861,0.00352917970718663,0.00242277783102057,"CASP7/VIM/ADD1/GSN/CASP6/DBNL/CASP3/PLEC",8
"R-HSA-174048","APC/C:Cdc20 mediated degradation of Cyclin B","12/2126","23/10616",0.000596041939997648,0.00354964262480742,0.00243682560055429,"ANAPC16/UBB/UBC/ANAPC11/UBE2E1/ANAPC10/UBE2D1/UBA52/CDK1/ANAPC4/CDC26/CCNB1",12
"R-HSA-73980","RNA Polymerase III Transcription Termination","12/2126","23/10616",0.000596041939997648,0.00354964262480742,0.00243682560055429,"POLR3H/SSB/POLR2K/POLR2L/POLR3A/POLR1D/POLR1C/POLR2E/POLR3B/POLR3G/POLR3F/POLR3K",12
"R-HSA-8949215","Mitochondrial calcium ion transport","12/2126","23/10616",0.000596041939997648,0.00354964262480742,0.00243682560055429,"AKAP1/SPG7/LETM1/PMPCA/VDAC3/YME1L1/AFG3L2/MICU2/PARL/PHB/PMPCB/STOML2",12
"R-HSA-937041","IKK complex recruitment mediated by RIP1","12/2126","23/10616",0.000596041939997648,0.00354964262480742,0.00243682560055429,"LY96/TLR4/BIRC3/UBE2N/UBB/UBE2D2/UBC/BIRC2/RIPK1/UBE2D1/UBA52/CHUK",12
"R-HSA-5693579","Homologous DNA Pairing and Strand Exchange","18/2126","42/10616",0.000623496603207022,0.00369664208301408,0.00253774056042156,"XRCC2/RFC3/RPA2/EXO1/BRIP1/BRCA2/NBN/BRCA1/WRN/RAD51/RAD51C/CHEK1/BLM/ATM/RAD51AP1/MRE11/RFC5/RBBP8",18
"R-HSA-5663220","RHO GTPases Activate Formins","44/2126","138/10616",0.000629407708964918,0.00371517647681062,0.00255046440055649,"RHOC/CENPT/RANGAP1/PLK1/INCENP/TUBA4A/NUP37/AURKB/PPP2CB/PFN1/ZWINT/MAD1L1/SPC24/PPP2R5C/RHOA/MAPRE1/CENPP/CENPO/CENPM/CENPF/KNTC1/DYNC1LI2/DYNC1LI1/PPP2R5B/FMNL3/DYNLL1/KIF2A/ACTG1/DIAPH3/SEH1L/XPO1/CENPQ/BUB1/ITGB3BP/ERCC6L/CENPE/CDCA8/SEC13/KIF2C/ZW10/BUB3/BIRC5/SPDL1/NDC80",44
"R-HSA-5693616","Presynaptic phase of homologous DNA pairing and strand exchange","17/2126","39/10616",0.000693699276005933,0.00407662922551504,0.00279860129898058,"XRCC2/RFC3/RPA2/EXO1/BRIP1/BRCA2/NBN/BRCA1/WRN/RAD51/RAD51C/CHEK1/BLM/ATM/MRE11/RFC5/RBBP8",17
"R-HSA-8956320","Nucleobase biosynthesis","9/2126","15/10616",0.000785551063800502,0.00459616280311346,0.00315526050556988,"PFAS/CAD/DHODH/PPAT/PAICS/GART/GMPS/IMPDH2/ADSL",9
"R-HSA-191859","snRNP Assembly","21/2126","53/10616",0.000802938584840497,0.00465704379207489,0.00319705523483402,"PRMT5/NUP37/NUP210/GEMIN6/GEMIN4/GEMIN5/SNRPD3/SEH1L/SNRPB/SNRPD1/RAE1/WDR77/PHAX/NUP54/SNRPD2/SEC13/NDC1/SNUPN/NUP155/GEMIN2/TGS1",21
"R-HSA-194441","Metabolism of non-coding RNA","21/2126","53/10616",0.000802938584840497,0.00465704379207489,0.00319705523483402,"PRMT5/NUP37/NUP210/GEMIN6/GEMIN4/GEMIN5/SNRPD3/SEH1L/SNRPB/SNRPD1/RAE1/WDR77/PHAX/NUP54/SNRPD2/SEC13/NDC1/SNUPN/NUP155/GEMIN2/TGS1",21
"R-HSA-5357905","Regulation of TNFR1 signaling","15/2126","33/10616",0.000834970803017431,0.00482186602262014,0.00331020550751955,"TNF/BIRC3/TNFAIP3/SPPL2B/TAX1BP1/SPPL2A/UBB/UBC/BIRC2/CYLD/RIPK1/XIAP/TRAF1/UBA52/CHUK",15
"R-HSA-5619115","Disorders of transmembrane transporters","53/2126","176/10616",0.000864936557896213,0.00496118537311665,0.00340584808223111,"PSMB10/SLC7A7/PSME1/NUP37/SLC11A2/SLC16A1/NUP210/PSMB1/SLC12A1/SLC27A4/UBB/PSMA2/UBC/PSMD6/PSMC2/PSMB8/PSMB2/PSMC5/PSMD9/ERLEC1/PSMA3/OS9/PSMB5/VCP/PSMA1/PSMD13/PSMD10/SEM1/DERL1/SEH1L/PSMB3/ERLIN1/PSMC4/SLC3A2/PSMA5/RAE1/PSMD14/PSMD5/PSMA4/PSMC3/NUP54/UBA52/PSMB7/SEC13/NDC1/PSMD7/PSMD2/PSMD12/PSMD8/PSME3/PSMB4/BSG/NUP155",53
"R-HSA-5696395","Formation of Incision Complex in GG-NER","18/2126","43/10616",0.000873971936043788,0.00496118537311665,0.00340584808223111,"GTF2H5/RBX1/SUMO3/UBE2N/UBB/UBC/RPA2/UBE2V2/RNF111/CUL4B/CUL4A/CETN2/SUMO2/UBA52/CHD1L/DDB1/GTF2H3/PARP1",18
"R-HSA-6782315","tRNA modification in the nucleus and cytosol","18/2126","43/10616",0.000873971936043788,0.00496118537311665,0.00340584808223111,"WDR4/ADAT2/QTRT1/TRMT1/TRMT6/TYW3/FTSJ1/LAGE3/TRMT112/PUS3/METTL1/PUS7/TPRKB/TP53RK/THG1L/TRMT10A/TRIT1/TRMT11",18
"R-HSA-75893","TNF signaling","18/2126","43/10616",0.000873971936043788,0.00496118537311665,0.00340584808223111,"TNF/BIRC3/TNFAIP3/SPPL2B/TAX1BP1/SPPL2A/UBB/UBC/BIRC2/CYLD/TAB2/RIPK1/XIAP/SMPD2/TRAF1/ADAM17/UBA52/CHUK",18
"R-HSA-2559583","Cellular Senescence","57/2126","193/10616",0.000951884217619757,0.00538056587417269,0.00369375231636569,"H4C2/ANAPC16/TINF2/CABIN1/H4C1/H4C3/H4C5/H4C4/H2BC12/STAT3/H2BU1/CBX6/UBB/UBC/H2AC4/TNRC6A/H4C13/MAP2K4/ASF1A/MINK1/ANAPC11/H1-0/RNF2/TFDP1/H3C7/CDKN1B/NBN/UBE2E1/POT1/ANAPC10/AGO4/JUN/H2BC5/UBE2D1/MAPKAPK5/H1-4/TNRC6B/RBBP7/H2BC14/TERF2IP/UBA52/H3C1/ATM/H2BC15/ANAPC4/H2BC8/MRE11/H3C2/CDC26/LMNB1/H1-3/CCNA2/H3C11/H2BC4/H3C12/MDM4/H1-2",57
"R-HSA-1500620","Meiosis","38/2126","117/10616",0.000972198378317129,0.00547220521803818,0.00375666262107885,"H4C2/TINF2/H4C1/H4C3/SUN1/H4C5/H4C4/H2BC12/H2BU1/H2AC4/H4C13/MLH3/RPA2/PSMC3IP/H3C7/BRCA2/NBN/DIDO1/POT1/BRCA1/H2BC5/RAD51/RAD51C/BLM/H2BC14/TERF2IP/H3C1/ATM/H2BC15/H2BC8/MRE11/H3C2/LMNB1/SMC3/H3C11/H2BC4/H3C12/RBBP8",38
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)","25/2126","68/10616",0.000987136832250925,0.00553294342110392,0.00379835932798896,"H4C2/H4C1/H4C3/H4C5/H4C4/H2BC12/PRKDC/UBE2N/H2BU1/XRCC4/H4C13/PAXIP1/UBE2V2/NBN/BRCA1/H2BC5/BABAM1/TDP2/H2BC14/ATM/H2BC15/H2BC8/MRE11/RIF1/H2BC4",25
"R-HSA-3299685","Detoxification of Reactive Oxygen Species","16/2126","37/10616",0.00110031100494376,0.00611589533581238,0.00419855515044328,"CAT/NCF2/ATOX1/GSTP1/GSR/PRDX5/CCS/NUDT2/CYBB/PRDX3/GPX1/ATP7A/ERO1A/PRDX6/PRDX1/SOD1",16
"R-HSA-77289","Mitochondrial Fatty Acid Beta-Oxidation","16/2126","37/10616",0.00110031100494376,0.00611589533581238,0.00419855515044328,"DBI/MCAT/DECR1/HADHB/NDUFAB1/MMUT/MECR/ACSF2/PCTP/ACAA2/HADHA/PCCB/ACADM/ECI1/ACOT13/THEM4",16
"R-HSA-111461","Cytochrome c-mediated apoptotic response","8/2126","13/10616",0.00124765217728276,0.0068775537375835,0.00472143277179645,"CASP7/APAF1/CARD8/DIABLO/CASP3/XIAP/AVEN/APIP",8
"R-HSA-2564830","Cytosolic iron-sulfur cluster assembly","8/2126","13/10616",0.00124765217728276,0.0068775537375835,0.00472143277179645,"POLD1/CIAO2B/BRIP1/MMS19/NUBP1/ABCB7/CIAPIN1/NUBP2",8
"R-HSA-8949613","Cristae formation","14/2126","31/10616",0.00133916619211482,0.00732150696836546,0.00502620615677263,"SAMM50/ATP5MC3/DNAJC11/MICOS13/ATP5MG/ATP5ME/ATP5PO/ATP5F1C/ATP5F1D/ATP5PB/CHCHD3/IMMT/ATP5F1A/ATP5MC1",14
"R-HSA-917729","Endosomal Sorting Complex Required For Transport (ESCRT)","14/2126","31/10616",0.00133916619211482,0.00732150696836546,0.00502620615677263,"CHMP2A/CHMP4B/CHMP5/HGS/VPS28/UBB/UBC/CHMP2B/SNF8/TSG101/STAM2/VPS4B/VTA1/UBA52",14
"R-HSA-2299718","Condensation of Prophase Chromosomes","26/2126","73/10616",0.00135579647936446,0.00738217348355995,0.00506785365004116,"H4C2/PLK1/H4C1/H4C3/H4C5/NCAPD3/H4C4/H2BC12/H2BU1/H2AC4/SET/H4C13/H3C7/H2BC5/NCAPG2/H2BC14/H3C1/CDK1/H2BC15/H2BC8/SMC2/H3C2/CCNB1/H3C11/H2BC4/H3C12",26
"R-HSA-211000","Gene Silencing by RNA","42/2126","135/10616",0.00142242958026453,0.00771350024419873,0.00529530909212727,"POLR2G/H4C2/H4C1/H4C3/NUP37/PLD6/H4C5/NUP210/H4C4/H2BC12/POLR2K/H2BU1/AGO2/H2AC4/TNRC6A/H4C13/H3C7/POLR2L/POLR2B/SEH1L/POLR2E/AGO4/H2BC5/XPO5/RAE1/POLR2C/POLR2I/TNRC6B/H2BC14/NUP54/H3C1/H2BC15/H2BC8/SEC13/H3C2/TSN/NDC1/H3C11/H2BC4/H3C12/NUP155/PRKRA",42
"R-HSA-76071","RNA Polymerase III Transcription Initiation From Type 3 Promoter","13/2126","28/10616",0.00144893407005153,0.00782541720424594,0.00537213995714824,"SNAPC4/POLR3H/POLR2K/POLR2L/POLR3A/POLR1D/POLR1C/POLR2E/POLR3B/POLR3G/POLR3F/SNAPC1/POLR3K",13
"R-HSA-8949664","Processing of SMDT1","9/2126","16/10616",0.0014774941419993,0.00794748865091557,0.0054559418656171,"SPG7/PMPCA/YME1L1/AFG3L2/MICU2/PARL/PHB/PMPCB/STOML2",9
"R-HSA-179409","APC-Cdc20 mediated degradation of Nek2A","12/2126","25/10616",0.00153804703112859,0.00823997887359654,0.00565673606883058,"ANAPC16/UBB/UBC/ANAPC11/UBE2E1/ANAPC10/UBE2D1/UBA52/ANAPC4/CDC26/NEK2/BUB3",12
"R-HSA-5696394","DNA Damage Recognition in GG-NER","16/2126","38/10616",0.00155147153032314,0.00827865208580425,0.00568328518476265,"RBX1/NFRKB/INO80C/UBB/COPS5/UBC/COPS2/CUL4B/COPS4/CUL4A/MCRS1/CETN2/RUVBL1/UBA52/DDB1/PARP1",16
"R-HSA-110320","Translesion Synthesis by POLH","10/2126","19/10616",0.00157970786286212,0.00832936873145479,0.00571810210397354,"UFD1/UBB/UBC/RFC3/RCHY1/RPA2/PCNA/VCP/UBA52/RFC5",10
"R-HSA-168927","TICAM1, RIP1-mediated IKK complex recruitment","10/2126","19/10616",0.00157970786286212,0.00832936873145479,0.00571810210397354,"BIRC3/UBE2N/UBB/UBE2D2/UBC/BIRC2/RIPK1/UBE2D1/UBA52/CHUK",10
"R-HSA-176412","Phosphorylation of the APC/C","10/2126","19/10616",0.00157970786286212,0.00832936873145479,0.00571810210397354,"ANAPC16/PLK1/ANAPC11/UBE2E1/ANAPC10/UBE2D1/CDK1/ANAPC4/CDC26/CCNB1",10
"R-HSA-75153","Apoptotic execution phase","20/2126","52/10616",0.00163495807028953,0.00858674829041822,0.00589479287671732,"SATB1/CASP7/VIM/ADD1/BIRC2/GSN/H1-0/CASP6/DBNL/CASP3/STK26/CLSPN/PLEC/FNTA/H1-4/HMGB2/LMNB1/H1-3/DFFA/H1-2",20
"R-HSA-73887","Death Receptor Signalling","43/2126","140/10616",0.00166501993765188,0.00871033959540238,0.00597963816618012,"TNFSF10/TNF/MYD88/TNFRSF10A/BCL2L11/BIRC3/NFKBIA/TNFAIP3/SPPL2B/TAX1BP1/MAGED1/FAS/SPPL2A/UBB/CFLAR/UBC/CASP10/BIRC2/RHOA/VAV1/PSEN1/TRIO/FGD2/CYLD/ARHGEF6/CASP3/TAB2/RIPK1/XIAP/FGD3/RIPK2/SMPD2/ARHGEF2/TRAF1/ADAM17/ARHGDIA/ITGB3BP/SOS2/PLEKHG2/UBA52/CHUK/ARHGEF1/RTN4",43
"R-HSA-983695","Antigen activates B Cell Receptor (BCR) leading to generation of second messengers","14/2126","32/10616",0.00194691752602487,0.0101452655457702,0.00696471318931594,"SH3KBP1/CD79B/ITPR3/BLK/LYN/CALM3/BTK/NCK1/DAPP1/VAV1/CD79A/SYK/PTPN6/STIM1",14
